Student_ID,Gender,Age,Grade_Level,Attendance (%),Hours_Studied_Weekly,Parental_Education_Level,Household_Income,Previous_Year_Grade,Participation_in_Extracurriculars,Health_Status,Final_Grade
S0815,Female,14,12th,72,23,Master's,Medium,A,Yes,Poor,B
S0816,Male,16,12th,93,7,High School,Low,A,No,Average,D
S0817,Male,17,9th,81,14,Bachelor's,Medium,A,No,Good,C
S0818,Male,14,11th,82,12,Bachelor's,Medium,B,No,Good,C
S0819,Female,16,10th,62,19,High School,High,B,Yes,Average,B
S0820,Male,16,12th,93,14,Bachelor's,Medium,C,Yes,Average,C
S0821,Male,14,10th,91,5,Bachelor's,Low,B,Yes,Poor,B
S0822,Female,18,9th,80,22,Bachelor's,Medium,D,No,Good,C
S0823,Female,16,12th,80,6,Master's,Low,C,Yes,Average,D
S0824,Male,18,11th,70,23,Master's,High,C,No,Good,B
S0825,Female,14,10th,98,17,High School,Low,D,No,Poor,D
S0826,Female,18,12th,63,5,Master's,Medium,D,Yes,Average,D
S0827,Male,15,9th,60,6,Bachelor's,High,D,Yes,Poor,C
S0828,Female,17,11th,87,20,Master's,Medium,C,No,Good,C
S0829,Male,16,10th,83,19,High School,High,C,No,Poor,D
S0830,Female,17,10th,94,17,Master's,High,C,No,Poor,B
S0831,Male,18,12th,72,20,Bachelor's,Medium,D,Yes,Good,B
S0832,Male,16,11th,93,21,Bachelor's,Medium,D,Yes,Poor,B
S0833,Male,18,11th,70,11,High School,High,A,Yes,Good,B
S0834,Female,15,11th,95,21,Master's,High,B,Yes,Average,A
S0835,Male,14,11th,76,11,Master's,Medium,A,Yes,Good,B
S0836,Female,16,9th,94,17,Master's,Low,D,Yes,Good,A
S0837,Male,15,11th,77,9,Bachelor's,Medium,C,No,Average,F
S0838,Male,15,10th,99,21,High School,High,D,No,Good,B
S0839,Female,16,10th,81,7,Master's,Medium,B,No,Average,D
S0840,Male,18,9th,83,11,Bachelor's,Low,A,Yes,Average,C
S0841,Male,15,10th,78,21,Bachelor's,Medium,A,No,Good,B
S0842,Female,17,10th,96,11,Bachelor's,High,C,Yes,Poor,B
S0843,Male,15,11th,98,5,Master's,Medium,A,Yes,Poor,B
S0844,Male,18,10th,80,21,Master's,High,A,No,Average,B
S0845,Male,18,9th,67,21,Master's,High,D,Yes,Poor,B
S0846,Male,17,11th,87,15,Master's,Medium,A,No,Poor,D
S0847,Female,15,12th,64,7,Master's,High,A,No,Good,B
S0848,Female,18,11th,76,19,Master's,High,A,Yes,Average,A
S0849,Male,16,9th,96,15,Master's,Low,C,No,Average,D
S0850,Female,14,11th,95,20,Master's,Low,C,No,Good,B
S0851,Male,14,11th,78,13,Master's,Low,D,No,Poor,F
S0852,Female,14,9th,86,5,Bachelor's,Low,A,No,Average,D
S0853,Male,15,11th,93,20,Master's,High,C,Yes,Poor,A
S0854,Male,17,9th,70,13,High School,Medium,C,No,Average,F
S0855,Male,18,9th,71,23,Bachelor's,High,D,No,Average,C
S0856,Male,16,12th,80,16,Master's,High,B,No,Average,B
S0857,Male,16,10th,70,23,High School,High,A,Yes,Average,B
S0858,Male,15,10th,98,13,Master's,Medium,C,No,Poor,D
S0859,Female,14,11th,87,11,High School,Low,D,Yes,Poor,F
S0860,Male,15,11th,64,18,High School,High,D,No,Poor,D
S0861,Female,17,12th,76,23,High School,High,D,No,Poor,D
S0862,Male,17,12th,79,23,High School,Low,C,No,Good,D
S0863,Female,18,12th,100,6,Bachelor's,High,A,Yes,Average,A
S0864,Female,18,9th,71,13,Bachelor's,Medium,B,Yes,Average,C
S0865,Female,17,12th,65,17,High School,High,A,Yes,Average,B
S0866,Male,17,12th,76,19,Master's,High,D,Yes,Good,A
S0867,Male,17,11th,78,7,High School,Low,D,Yes,Poor,F
S0868,Female,15,12th,85,15,Bachelor's,High,B,Yes,Average,B
S0869,Male,17,9th,91,18,Master's,High,A,No,Poor,A
S0870,Female,16,9th,65,12,Bachelor's,Medium,D,Yes,Poor,D
S0871,Male,14,11th,95,22,Bachelor's,Low,D,No,Good,B
S0872,Female,17,12th,97,23,Master's,Low,A,Yes,Good,A
S0873,Female,14,12th,70,20,High School,Medium,D,Yes,Poor,D
S0874,Male,15,9th,92,6,High School,High,A,Yes,Average,B
S0875,Female,14,12th,83,12,High School,Low,D,No,Average,F
S0876,Male,15,12th,82,10,High School,Low,A,Yes,Good,C
S0877,Female,16,12th,74,16,Master's,High,B,Yes,Good,A
S0878,Female,15,10th,86,19,Master's,High,D,No,Good,B
S0879,Male,15,11th,70,12,Master's,Low,B,No,Good,C
S0880,Male,18,10th,76,8,Bachelor's,High,D,No,Good,C
S0881,Male,17,11th,73,19,Master's,Low,D,No,Good,C
S0882,Female,17,9th,86,24,High School,High,C,Yes,Good,B
S0883,Male,16,12th,77,21,Bachelor's,High,A,No,Average,B
S0884,Female,16,11th,87,17,High School,Medium,B,Yes,Good,B
S0885,Female,17,10th,63,22,High School,High,B,Yes,Good,A
S0886,Male,18,12th,66,6,Master's,Medium,B,No,Average,D
S0887,Male,17,9th,94,17,Master's,High,A,Yes,Average,A
S0888,Female,18,11th,68,17,High School,Low,C,No,Poor,F
S0889,Female,16,11th,67,19,High School,Low,B,Yes,Good,B
S0890,Male,14,11th,76,24,Bachelor's,High,A,No,Good,A
S0891,Male,16,12th,76,14,Master's,High,D,No,Good,C
S0892,Male,16,10th,92,7,Bachelor's,Low,B,No,Good,B
S0893,Male,15,10th,91,23,Bachelor's,High,B,No,Poor,A
S0894,Male,15,11th,67,7,Bachelor's,Medium,C,No,Average,F
S0895,Female,15,9th,78,18,High School,Medium,B,No,Average,D
S0896,Female,15,9th,97,12,Bachelor's,Medium,B,Yes,Good,A
S0897,Female,18,10th,62,8,Bachelor's,Medium,D,Yes,Good,C
S0898,Female,17,9th,64,24,High School,Medium,A,Yes,Good,B
S0899,Male,14,10th,72,15,Master's,High,A,No,Poor,C
S0900,Male,16,11th,90,15,Master's,High,C,Yes,Poor,C
S0901,Male,18,10th,75,15,Bachelor's,Medium,D,No,Average,F
S0902,Female,14,10th,91,6,High School,High,A,Yes,Good,A
S0903,Female,18,11th,81,21,Master's,High,D,Yes,Good,A
S0904,Male,18,9th,88,13,Bachelor's,Medium,A,No,Good,C
S0905,Male,16,10th,81,6,Bachelor's,High,D,Yes,Good,B
S0906,Female,17,10th,62,19,High School,High,C,Yes,Poor,C
S0907,Female,15,11th,69,20,Bachelor's,High,B,Yes,Average,A
S0908,Male,17,9th,80,8,Master's,Medium,C,No,Average,F
S0909,Male,16,10th,75,12,High School,High,A,Yes,Poor,C
S0910,Female,16,11th,71,13,Master's,Low,C,No,Good,D
S0911,Male,16,10th,61,9,Master's,Low,B,Yes,Average,C
S0912,Male,14,12th,100,20,Master's,Medium,C,Yes,Average,B
S0913,Male,17,11th,83,17,Bachelor's,Low,A,Yes,Poor,B
S0914,Female,17,9th,94,11,Bachelor's,Medium,A,Yes,Good,A
S0915,Female,18,9th,89,24,Master's,Low,C,No,Average,D
S0916,Female,18,9th,89,21,Master's,Low,B,Yes,Good,A
S0917,Female,18,9th,94,7,High School,Low,C,No,Average,F
S0918,Female,16,10th,78,9,High School,Medium,B,No,Poor,F
S0919,Female,17,10th,67,23,Bachelor's,Medium,D,Yes,Good,B
S0920,Female,16,9th,85,16,Bachelor's,High,B,Yes,Poor,A
S0921,Male,14,9th,99,11,High School,Medium,D,No,Average,F
S0922,Male,18,9th,66,13,Master's,Low,C,No,Poor,F
S0923,Male,16,10th,89,10,Bachelor's,Low,B,Yes,Poor,C
S0924,Male,16,9th,66,21,Master's,Medium,D,Yes,Poor,C
S0925,Male,14,9th,62,20,High School,Medium,D,Yes,Average,D
S0926,Male,15,12th,60,7,Bachelor's,Medium,D,Yes,Good,C
S0927,Male,17,12th,95,8,Bachelor's,High,A,Yes,Poor,A
S0928,Female,15,9th,84,14,High School,Low,C,No,Good,F
S0929,Female,18,11th,96,9,Bachelor's,High,D,Yes,Average,B
S0930,Male,16,9th,60,14,High School,High,B,Yes,Good,B
S0931,Male,14,12th,74,16,Bachelor's,Low,D,No,Poor,D
S0932,Female,14,11th,96,14,High School,Low,A,Yes,Poor,C
S0933,Male,17,11th,72,17,Bachelor's,Medium,C,Yes,Poor,C
S0934,Male,15,9th,99,15,Master's,Medium,A,No,Poor,C
S0935,Female,17,12th,67,20,Master's,High,A,Yes,Poor,A
S0936,Male,16,12th,64,12,Master's,Medium,A,No,Poor,D
S0937,Female,17,11th,68,12,Bachelor's,Medium,B,Yes,Average,C
S0938,Male,14,9th,60,12,Bachelor's,Low,C,Yes,Average,D
S0939,Female,14,10th,95,17,Master's,Low,C,Yes,Average,B
S0940,Female,18,10th,94,6,Master's,Medium,B,No,Good,B
S0941,Female,18,12th,61,16,High School,Low,C,No,Good,D
S0942,Male,16,10th,99,14,High School,Medium,A,No,Average,D
S0943,Female,15,12th,82,16,High School,Low,C,No,Good,D
S0944,Male,17,12th,68,15,Master's,Low,B,Yes,Good,B
S0945,Male,16,12th,93,19,Master's,Low,A,No,Poor,B
S0946,Male,18,10th,73,20,Master's,Low,B,No,Poor,C
S0947,Male,17,12th,63,21,High School,Medium,D,No,Good,D
S0948,Female,18,11th,89,6,Bachelor's,High,A,Yes,Good,A
S0949,Female,17,9th,90,22,Master's,Low,A,Yes,Average,B
S0950,Male,15,9th,97,16,Bachelor's,Medium,C,No,Good,B
S0951,Male,16,12th,70,23,Bachelor's,Medium,A,No,Poor,C
S0952,Female,17,9th,94,22,Bachelor's,Low,B,Yes,Good,A
S0953,Male,14,10th,67,21,High School,High,C,No,Average,D
S0954,Female,14,10th,62,10,Bachelor's,Low,D,No,Poor,F
S0955,Male,17,9th,73,19,Master's,Medium,B,No,Poor,C
S0956,Male,17,10th,72,7,High School,High,D,No,Poor,F
S0957,Female,17,9th,91,10,Master's,Medium,D,Yes,Poor,C
S0958,Male,14,9th,93,7,Master's,Low,D,Yes,Good,B
S0959,Female,14,9th,78,5,High School,High,A,Yes,Average,C
S0960,Male,17,12th,97,17,Master's,Medium,B,No,Good,A
S0961,Male,18,9th,75,18,Master's,Medium,B,No,Good,B
S0962,Male,18,12th,61,17,High School,Medium,A,Yes,Poor,C
S0963,Female,15,9th,99,8,Master's,Low,C,Yes,Average,C
S0964,Male,16,9th,76,11,Bachelor's,High,D,Yes,Poor,C
S0965,Male,18,9th,93,14,Master's,Low,B,No,Good,B
S0966,Male,14,10th,75,11,Bachelor's,Low,A,Yes,Good,B
S0967,Male,18,12th,97,19,Master's,Low,D,No,Poor,C
S0968,Female,15,12th,61,19,High School,High,C,No,Good,C
S0969,Female,15,9th,61,8,High School,Low,C,Yes,Good,D
S0970,Male,16,9th,85,10,Master's,Low,D,Yes,Poor,D
S0971,Female,18,10th,72,24,High School,Low,C,No,Good,D
S0972,Male,14,10th,90,9,Master's,Low,B,Yes,Average,C
S0973,Male,14,10th,93,24,High School,Medium,B,Yes,Poor,B
S0974,Male,17,12th,98,16,Bachelor's,Low,B,No,Average,B
S0975,Female,14,12th,62,5,Master's,Medium,C,No,Good,D
S0976,Female,16,12th,67,12,Bachelor's,Low,B,No,Good,C
S0977,Female,16,9th,82,5,Bachelor's,High,A,No,Poor,C
S0978,Female,14,12th,73,9,Master's,Medium,B,No,Good,C
S0979,Female,14,11th,86,10,Bachelor's,Medium,B,Yes,Poor,C
S0980,Female,17,11th,88,7,Master's,Medium,C,No,Poor,F
S0981,Female,14,10th,98,19,Bachelor's,Medium,B,No,Poor,B
S0982,Female,17,12th,98,9,Master's,High,D,No,Poor,C
S0983,Female,17,11th,60,18,Master's,Low,A,Yes,Poor,B
S0984,Male,14,10th,76,22,High School,Medium,C,No,Average,F
S0985,Female,15,12th,100,20,Master's,High,A,No,Poor,A
S0986,Female,15,9th,89,10,Master's,Medium,D,No,Average,F
S0987,Female,17,11th,72,18,Bachelor's,Low,C,Yes,Good,B
S0988,Female,14,9th,80,12,Master's,Medium,C,No,Poor,F
S0989,Female,15,12th,78,11,High School,High,B,No,Good,C
S0990,Female,14,11th,78,12,Bachelor's,Low,A,No,Poor,D
S0991,Female,14,12th,84,17,Bachelor's,High,D,Yes,Average,B
S0992,Female,14,9th,81,10,High School,Low,D,Yes,Average,F
S0993,Female,18,11th,90,22,Bachelor's,Low,C,Yes,Average,C
S0994,Female,14,9th,76,6,Bachelor's,Low,B,Yes,Good,B
S0995,Female,18,12th,82,12,Bachelor's,Medium,C,No,Poor,F
S0996,Male,17,12th,91,15,Bachelor's,High,C,No,Good,B
S0997,Male,15,9th,69,5,High School,High,C,Yes,Average,D
S0998,Female,15,11th,69,10,High School,High,C,Yes,Good,C
S0999,Female,15,9th,95,20,Bachelor's,Low,D,No,Average,C
S1000,Male,15,12th,67,24,Bachelor's,Medium,D,No,Average,D
